68.142.250.131	1146459771	1	0.1612	-	en	1	CreativeThings
72.30.98.137	1146484647	158	0.1509	-	en	1	CreativeThings
201.27.179.213	1146486225	165	0.1588	-	en	1	CreativeThings
72.30.110.29	1146489629	141	0.1548	-	en	1	CreativeThings
132.203.102.51	1146503493	1	0.1656	-	en	1	CreativeThings
68.142.251.44	1146508749	1	0.1597	-	en	1	CreativeThings
207.164.255.82	1146516338	165	0.1584	-	en	1	CreativeThings
66.249.65.135	1146529199	1	0.1608	-	en	1	CreativeThings
66.249.66.34	1146543166	6	0.2322	-	en	1	CreativeThings
72.30.103.82	1146562774	1	0.1616	-	en	1	CreativeThings
142.169.193.237	1146589238	1	0.1610	-	en	1	CreativeThings
142.169.193.237	1146589326	154	0.1020	-	en	1	CreativeThings
142.169.193.237	1146589331	176	1.7317	-	en	1	CreativeThings
142.169.193.237	1146589431	141	0.1228	-	en	1	CreativeThings
142.169.193.237	1146589442	148	0.1486	-	en	1	CreativeThings
142.169.193.237	1146589487	6	1.2661	-	en	1	CreativeThings
142.169.193.237	1146589507	7	0.1265	-	en	1	CreativeThings
142.169.193.237	1146589512	141	0.1115	-	en	1	CreativeThings
142.169.193.237	1146589515	152	0.1040	-	en	1	CreativeThings
142.169.193.237	1146589553	2	0.1837	-	en	1	CreativeThings
142.169.193.237	1146589603	6	0.1152	-	en	1	CreativeThings
142.169.193.237	1146589636	1	0.1391	-	en	1	CreativeThings
142.169.193.237	1146589667	148	0.1483	-	en	1	CreativeThings
68.142.251.100	1146612362	171	0.1938	-	en	1	CreativeThings
66.130.129.220	1146618450	165	0.1484	-	en	1	CreativeThings
66.249.66.66	1146626752	1	0.1615	-	en	1	CreativeThings
68.142.250.131	1146655032	1	0.1601	-	en	1	CreativeThings
72.30.111.84	1146686875	12	0.2283	-	en	1	CreativeThings
142.217.83.201	1146748209	1	0.1631	-	en	1	CreativeThings
142.217.83.201	1146748230	154	0.1024	-	en	1	CreativeThings
72.30.110.249	1146774515	1	1.2443	-	en	1	CreativeThings
66.249.65.50	1146805492	109	0.2006	-	en	1	CreativeThings
66.249.65.50	1146815988	151	0.2617	-	en	1	CreativeThings
68.142.251.44	1146835330	1	0.1709	-	en	1	CreativeThings
66.249.65.50	1146880942	1	0.1612	-	en	1	CreativeThings
72.30.103.82	1146888003	1	0.1613	-	en	1	CreativeThings
58.24.4.234	1146917939	1	0.1716	-	en	1	CreativeThings
