65.55.209.215	1191213226	2	0.2723	-	en	1	CreativeThings
65.55.165.43	1191213292	2	0.2369	-	en	1	CreativeThings
74.6.25.215	1191213583	1	0.1346	-	en	1	CreativeThings
65.55.209.220	1191213741	205	0.1794	-	en	1	CreativeThings
66.232.114.131	1191217810	1	0.1702	-	en	1	CreativeThings
66.232.114.133	1191217811	1	0.1319	-	en	1	CreativeThings
66.232.100.25	1191217811	1	0.1326	-	en	1	CreativeThings
66.232.114.130	1191217812	1	0.1330	-	en	1	CreativeThings
66.232.114.132	1191217813	1	0.1344	-	en	1	CreativeThings
66.232.114.133	1191217814	1	0.1348	-	en	1	CreativeThings
66.232.114.133	1191217815	1	0.1330	-	en	1	CreativeThings
116.0.103.138	1191218065	1	0.1341	-	en	1	CreativeThings
65.55.209.216	1191218408	190	0.1717	-	en	1	CreativeThings
65.55.209.216	1191218699	188	0.1773	-	en	1	CreativeThings
65.55.209.216	1191219829	192	0.2072	-	en	1	CreativeThings
65.55.165.83	1191219893	192	0.1709	-	en	1	CreativeThings
65.55.209.217	1191220512	202	0.1784	-	en	1	CreativeThings
65.55.165.11	1191220565	202	0.1777	-	en	1	CreativeThings
65.55.209.221	1191221362	186	0.1766	-	en	1	CreativeThings
65.55.209.214	1191221606	200	0.1899	-	en	1	CreativeThings
66.232.103.246	1191223585	1	0.1685	-	en	1	CreativeThings
66.232.98.125	1191223586	1	0.1329	-	en	1	CreativeThings
66.232.103.246	1191223586	1	0.1334	-	en	1	CreativeThings
66.232.98.129	1191223587	1	0.1338	-	en	1	CreativeThings
66.232.98.129	1191223588	1	0.1329	-	en	1	CreativeThings
66.232.98.128	1191223588	1	0.1328	-	en	1	CreativeThings
66.232.98.125	1191223589	1	0.1334	-	en	1	CreativeThings
65.55.209.217	1191225592	190	0.2063	-	en	1	CreativeThings
65.55.209.217	1191225592	188	0.1763	-	en	1	CreativeThings
65.55.165.121	1191225630	190	0.1721	-	en	1	CreativeThings
65.55.165.119	1191225636	188	0.1893	-	en	1	CreativeThings
116.0.103.138	1191226032	1	0.1440	-	en	1	CreativeThings
65.55.209.216	1191227057	202	0.2258	-	en	1	CreativeThings
65.55.165.46	1191227225	202	0.1889	-	en	1	CreativeThings
74.6.23.108	1191231435	190	0.2093	-	en	1	CreativeThings
66.232.114.133	1191231578	1	0.1435	-	en	1	CreativeThings
66.232.114.129	1191231579	1	0.1334	-	en	1	CreativeThings
66.232.114.130	1191231580	1	0.1339	-	en	1	CreativeThings
66.232.100.25	1191231582	1	0.1436	-	en	1	CreativeThings
66.232.114.131	1191231585	1	0.1336	-	en	1	CreativeThings
66.232.114.129	1191231587	1	0.1329	-	en	1	CreativeThings
66.232.114.132	1191231590	1	0.1336	-	en	1	CreativeThings
74.6.23.45	1191234021	205	0.2145	-	en	1	CreativeThings
116.0.103.138	1191235517	1	0.1707	-	en	1	CreativeThings
66.232.98.128	1191240859	1	0.1690	-	en	1	CreativeThings
66.232.98.128	1191240859	1	0.1322	-	en	1	CreativeThings
66.232.98.129	1191240860	1	0.1329	-	en	1	CreativeThings
66.232.98.125	1191240860	1	0.1309	-	en	1	CreativeThings
66.232.98.129	1191240861	1	0.1330	-	en	1	CreativeThings
66.232.98.129	1191240862	1	0.1333	-	en	1	CreativeThings
66.232.114.132	1191244408	1	0.1686	-	en	1	CreativeThings
66.232.114.129	1191244409	1	0.1333	-	en	1	CreativeThings
66.232.114.132	1191244411	1	0.1326	-	en	1	CreativeThings
66.232.114.132	1191244413	1	0.1324	-	en	1	CreativeThings
66.232.100.25	1191244414	1	0.1324	-	en	1	CreativeThings
66.232.114.131	1191244415	1	0.1330	-	en	1	CreativeThings
72.249.22.68	1191250851	1	0.1685	-	en	1	CreativeThings
209.240.41.124	1191254362	1	0.1697	-	en	1	CreativeThings
66.232.103.246	1191256086	1	0.1682	-	en	1	CreativeThings
66.232.98.126	1191256087	1	0.1329	-	en	1	CreativeThings
66.232.98.129	1191256088	1	0.1327	-	en	1	CreativeThings
66.232.98.128	1191256090	1	0.1348	-	en	1	CreativeThings
66.232.98.129	1191256092	1	0.1340	-	en	1	CreativeThings
66.232.98.126	1191256094	1	0.1326	-	en	1	CreativeThings
66.232.114.129	1191256687	1	0.1324	-	en	1	CreativeThings
66.232.114.130	1191256688	1	0.1329	-	en	1	CreativeThings
66.232.114.131	1191256688	1	0.1308	-	en	1	CreativeThings
66.232.114.129	1191256689	1	0.1338	-	en	1	CreativeThings
66.232.100.25	1191256690	1	0.1397	-	en	1	CreativeThings
66.232.114.132	1191256690	1	0.1335	-	en	1	CreativeThings
217.127.193.136	1191263085	1	0.1693	-	en	1	CreativeThings
65.55.209.214	1191264878	3466	1.7377	-	en	1	CreativeThings
83.241.204.170	1191271306	1	0.1695	-	en	1	CreativeThings
66.232.114.133	1191272132	1	0.1327	-	en	1	CreativeThings
